,UserID,Age,Gender,Occupation,Zipcode,NormalizedAge,AgeGroup,Male,Female,State,Teenager,Youth,MiddleAge,Senior,SuperSenior,administrator,artist,doctor,educator,engineer,entertainment,executive,healthcare,homemaker,lawyer,librarian,marketing,none,other,programmer,retired,salesman,scientist,student,technician,writer,AZ,CA,FL,OH,PA,WA,VT,MA,GA,CT,SC,MN,OR,NY,TN,KY,MI,MD,TX,NC,WI,CO,IN,IA,NJ,,UT,IL,VA,OK,NH,DC,NV,NE,LA,MO,KS,AK,AL,ID,ND,MS,AR,MT,NM,RI,HI,WV,ME,DE,WY,SD,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,FilmNoir,Horror,Musical,Mystery,Romance,SciFi,Thriller,War,Western,ActionRating,AdventureRating,AnimationRating,ChildrenRating,ComedyRating,CrimeRating,DocumentaryRating,DramaRating,FantasyRating,FilmNoirRating,HorrorRating,MusicalRating,MysteryRating,RomanceRating,SciFiRating,ThrillerRating,WarRating,WesternRating,NumMoviesWatched,unknownPreference,ActionPreference,AdventurePreference,AnimationPreference,ChildrenPreference,ComedyPreference,CrimePreference,DocumentaryPreference,DramaPreference,FantasyPreference,FilmNoirPreference,HorrorPreference,MusicalPreference,MysteryPreference,RomancePreference,SciFiPreference,ThrillerPreference,WarPreference,WesternPreference
294,295,31,1,educator,50325,0.4246575342465753,MiddleAge,1,0,IA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11241217798594848,0.08196721311475409,0.0234192037470726,0.06323185011709602,0.15690866510538642,0.02107728337236534,0.00234192037470726,0.17096018735362997,0.00936768149882904,0.00468384074941452,0.01405152224824356,0.05152224824355972,0.01405152224824356,0.11475409836065574,0.05620608899297424,0.0468384074941452,0.03981264637002342,0.01639344262295082,0.7875,0.8457142857142858,0.8,0.8148148148148148,0.8507462686567164,0.8222222222222222,1.0,0.9068493150684932,0.85,0.9,0.7,0.8818181818181818,0.9,0.889795918367347,0.7666666666666667,0.75,0.8941176470588236,0.7428571428571429,427.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,296,43,0,administrator,16803,0.589041095890411,MiddleAge,0,1,PA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10069444444444445,0.041666666666666664,0.010416666666666666,0.013888888888888888,0.1388888888888889,0.052083333333333336,0.010416666666666666,0.2777777777777778,0.0,0.010416666666666666,0.0,0.017361111111111112,0.024305555555555556,0.1111111111111111,0.05555555555555555,0.0763888888888889,0.052083333333333336,0.006944444444444444,0.7793103448275862,0.7833333333333333,0.7333333333333333,0.55,0.77,0.8933333333333333,0.9333333333333333,0.88,0.0,0.9333333333333333,0.0,0.8,0.9428571428571428,0.85625,0.8875,0.8454545454545455,0.92,1.0,288.0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1
296,297,29,0,educator,98103,0.3972602739726027,Youth,0,1,WA,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12077294685990338,0.05314009661835749,0.021739130434782608,0.033816425120772944,0.1497584541062802,0.04589371980676329,0.0024154589371980675,0.16183574879227053,0.0024154589371980675,0.004830917874396135,0.028985507246376812,0.024154589371980676,0.021739130434782608,0.09178743961352658,0.05555555555555555,0.12077294685990338,0.050724637681159424,0.007246376811594203,0.632,0.6727272727272727,0.6222222222222222,0.5857142857142857,0.6612903225806451,0.7578947368421053,0.8,0.746268656716418,0.6,0.8,0.7,0.68,0.7555555555555555,0.7157894736842105,0.6521739130434783,0.7,0.6666666666666666,0.6666666666666666,414.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,298,44,1,executive,1581,0.6027397260273972,MiddleAge,1,0,MA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08996539792387544,0.06920415224913495,0.04152249134948097,0.07958477508650519,0.13494809688581316,0.01730103806228374,0.0034602076124567475,0.17647058823529413,0.010380622837370242,0.0034602076124567475,0.01384083044982699,0.05190311418685121,0.01730103806228374,0.09688581314878893,0.04152249134948097,0.06920415224913495,0.0726643598615917,0.010380622837370242,0.8461538461538461,0.85,0.7666666666666667,0.7913043478260869,0.7948717948717948,0.92,0.8,0.8235294117647058,0.8666666666666667,0.8,0.7,0.7733333333333333,0.88,0.7357142857142858,0.8,0.76,0.8761904761904762,0.8,289.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,299,29,1,doctor,63108,0.3972602739726027,Youth,1,0,MO,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06854130052724078,0.03690685413005272,0.028119507908611598,0.028119507908611598,0.18804920913884007,0.033391915641476276,0.01757469244288225,0.22144112478031636,0.007029876977152899,0.008787346221441126,0.015817223198594025,0.033391915641476276,0.01757469244288225,0.1282952548330404,0.05272407732864675,0.07205623901581722,0.0351493848857645,0.007029876977152899,0.6307692307692307,0.638095238095238,0.6375,0.625,0.6710280373831776,0.6842105263157895,0.7,0.7142857142857143,0.55,0.84,0.5777777777777777,0.6736842105263158,0.78,0.7013698630136986,0.66,0.6926829268292682,0.76,0.7,569.0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
299,300,26,0,programmer,55106,0.3561643835616438,Youth,0,1,MN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17073170731707318,0.024390243902439025,0.0,0.04878048780487805,0.2926829268292683,0.024390243902439025,0.0,0.07317073170731707,0.0,0.0,0.024390243902439025,0.0,0.04878048780487805,0.07317073170731707,0.04878048780487805,0.14634146341463414,0.024390243902439025,0.0,0.8285714285714286,0.8,0.0,0.7,0.7833333333333333,0.6,0.0,0.7333333333333333,0.0,0.0,0.8,0.0,0.7,0.8,0.5,0.6333333333333333,0.4,0.0,41.0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0
300,301,24,1,student,55439,0.3287671232876712,Youth,1,0,MN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156957928802589,0.0825242718446602,0.021035598705501618,0.0372168284789644,0.15857605177993528,0.0372168284789644,0.0,0.13268608414239483,0.006472491909385114,0.0048543689320388345,0.021035598705501618,0.030744336569579287,0.008090614886731391,0.06957928802588997,0.0744336569579288,0.10032362459546926,0.04692556634304207,0.011326860841423949,0.7216494845360825,0.7137254901960784,0.7384615384615385,0.6782608695652174,0.6816326530612244,0.6956521739130435,0.0,0.7121951219512195,0.45,0.6,0.6923076923076923,0.6736842105263158,0.68,0.6883720930232559,0.7043478260869566,0.6935483870967742,0.7517241379310344,0.7714285714285715,618.0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
301,302,42,1,educator,77904,0.5753424657534246,MiddleAge,1,0,TX,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17307692307692307,0.07692307692307693,0.0,0.0,0.057692307692307696,0.057692307692307696,0.0,0.11538461538461539,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.07692307692307693,0.057692307692307696,0.07692307692307693,0.19230769230769232,0.057692307692307696,0.0,0.4666666666666667,0.55,0.0,0.0,0.4666666666666667,0.5333333333333333,0.0,0.4666666666666667,0.0,0.4,0.8,0.6,0.6,0.4,0.6,0.48,0.5333333333333333,0.0,52.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
302,303,19,1,student,14853,0.2602739726027397,Teenager,1,0,NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1285140562248996,0.05923694779116466,0.018072289156626505,0.03313253012048193,0.18473895582329317,0.03815261044176707,0.0050200803212851405,0.15261044176706828,0.007028112449799197,0.006024096385542169,0.029116465863453816,0.029116465863453816,0.020080321285140562,0.0853413654618474,0.06124497991967871,0.10642570281124498,0.02610441767068273,0.010040160642570281,0.615625,0.6474576271186441,0.7333333333333333,0.6848484848484848,0.6760869565217391,0.7263157894736842,0.72,0.7355263157894737,0.6571428571428571,0.9,0.7172413793103448,0.7310344827586207,0.72,0.7176470588235294,0.6622950819672131,0.6452830188679245,0.7846153846153846,0.8,996.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,304,22,0,student,71701,0.3013698630136986,Youth,0,1,AR,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.14035087719298245,0.017543859649122806,0.0,0.03508771929824561,0.12280701754385964,0.0,0.0,0.12280701754385964,0.0,0.0,0.08771929824561403,0.0,0.05263157894736842,0.14035087719298245,0.05263157894736842,0.17543859649122806,0.05263157894736842,0.0,0.775,0.8,0.0,0.4,0.6285714285714286,0.0,0.0,0.7142857142857143,0.0,0.0,0.56,0.0,0.6666666666666666,0.725,0.8,0.7,0.5333333333333333,0.0,57.0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0
304,305,23,1,programmer,94086,0.3150684931506849,Youth,1,0,CA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09713024282560706,0.05739514348785872,0.011037527593818985,0.013245033112582781,0.1479028697571744,0.039735099337748346,0.002207505518763797,0.25165562913907286,0.002207505518763797,0.011037527593818985,0.008830022075055188,0.02869757174392936,0.024282560706401765,0.10596026490066225,0.05518763796909492,0.08609271523178808,0.052980132450331126,0.004415011037527594,0.6,0.6307692307692307,0.92,0.6333333333333333,0.7164179104477612,0.6111111111111112,1.0,0.6982456140350877,0.8,0.68,0.65,0.6615384615384615,0.6545454545454545,0.6916666666666667,0.672,0.6461538461538462,0.7,0.8,453.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,306,45,1,other,73132,0.6164383561643836,MiddleAge,1,0,OK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03636363636363636,0.01818181818181818,0.0,0.0,0.2909090909090909,0.01818181818181818,0.0,0.3090909090909091,0.0,0.0,0.0,0.03636363636363636,0.0,0.14545454545454545,0.05454545454545454,0.03636363636363636,0.05454545454545454,0.0,0.8,0.8,0.0,0.0,0.775,0.8,0.0,0.7529411764705882,0.0,0.0,0.0,0.7,0.0,0.775,0.6666666666666666,0.5,0.8,0.0,55.0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0
306,307,25,1,student,55454,0.3424657534246575,Youth,1,0,MN,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1412639405204461,0.11152416356877323,0.03345724907063197,0.03345724907063197,0.137546468401487,0.022304832713754646,0.011152416356877323,0.12639405204460966,0.011152416356877323,0.0037174721189591076,0.01486988847583643,0.04460966542750929,0.007434944237918215,0.07806691449814127,0.11895910780669144,0.05204460966542751,0.05204460966542751,0.0,0.7421052631578947,0.7933333333333333,0.8888888888888888,0.8444444444444444,0.7783783783783784,0.6666666666666666,0.6666666666666666,0.7647058823529411,0.7333333333333333,1.0,0.6,0.85,0.7,0.7904761904761904,0.7875,0.6428571428571429,0.7571428571428571,0.0,269.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
307,308,60,1,retired,95076,0.821917808219178,SuperSenior,1,0,CA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09405940594059406,0.053217821782178217,0.01485148514851485,0.03094059405940594,0.15594059405940594,0.04579207920792079,0.006188118811881188,0.20173267326732675,0.008663366336633664,0.01608910891089109,0.03341584158415842,0.034653465346534656,0.023514851485148515,0.08168316831683169,0.04950495049504951,0.10148514851485149,0.03712871287128713,0.011138613861386138,0.7210526315789474,0.7209302325581395,0.8166666666666667,0.744,0.773015873015873,0.7891891891891892,0.88,0.7398773006134969,0.7142857142857143,0.8461538461538461,0.7407407407407407,0.7571428571428571,0.7578947368421053,0.7363636363636363,0.765,0.748780487804878,0.7533333333333333,0.7555555555555555,808.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,309,40,1,scientist,70802,0.547945205479452,MiddleAge,1,0,LA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13636363636363635,0.045454545454545456,0.022727272727272728,0.045454545454545456,0.09090909090909091,0.022727272727272728,0.0,0.18181818181818182,0.0,0.0,0.0,0.045454545454545456,0.06818181818181818,0.09090909090909091,0.022727272727272728,0.13636363636363635,0.09090909090909091,0.0,0.7666666666666667,0.8,0.6,0.6,0.7,0.8,0.0,0.7,0.0,0.0,0.0,0.7,0.6666666666666666,0.7,1.0,0.7333333333333333,0.8,0.0,44.0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0
309,310,37,1,educator,91711,0.5068493150684932,MiddleAge,1,0,CA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13043478260869565,0.13043478260869565,0.0,0.043478260869565216,0.13043478260869565,0.021739130434782608,0.043478260869565216,0.13043478260869565,0.021739130434782608,0.0,0.0,0.0,0.0,0.15217391304347827,0.13043478260869565,0.021739130434782608,0.043478260869565216,0.0,0.8,0.8666666666666667,0.0,0.6,0.8,0.8,1.0,0.7333333333333333,0.2,0.0,0.0,0.0,0.0,0.8285714285714286,0.7,0.6,0.9,0.0,46.0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
310,311,32,1,technician,73071,0.4383561643835616,MiddleAge,1,0,OK,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11396468699839486,0.0738362760834671,0.01765650080256822,0.048154093097913325,0.12359550561797752,0.03210272873194221,0.0032102728731942215,0.20224719101123595,0.008025682182985553,0.006420545746388443,0.019261637239165328,0.028892455858747994,0.01765650080256822,0.1043338683788122,0.04975922953451043,0.08346709470304976,0.04654895666131621,0.02086677367576244,0.7859154929577464,0.7956521739130434,0.7636363636363637,0.7,0.7272727272727273,0.74,0.9,0.7888888888888889,0.8,0.8,0.6833333333333333,0.6666666666666666,0.8,0.7384615384615385,0.8064516129032258,0.7384615384615385,0.7931034482758621,0.7538461538461538,623.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,312,48,1,other,2110,0.6575342465753424,MiddleAge,1,0,MA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07191011235955057,0.05393258426966292,0.024719101123595506,0.02696629213483146,0.1303370786516854,0.017977528089887642,0.008988764044943821,0.2157303370786517,0.0,0.024719101123595506,0.017977528089887642,0.04719101123595506,0.038202247191011236,0.10561797752808989,0.04719101123595506,0.08314606741573034,0.07191011235955057,0.01348314606741573,0.80625,0.8583333333333333,0.9272727272727272,0.8333333333333334,0.8310344827586207,0.9,0.9,0.88125,0.0,1.0,0.975,0.8666666666666667,0.9529411764705882,0.9063829787234042,0.819047619047619,0.9027027027027027,0.88125,0.9,445.0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
312,313,41,1,marketing,60035,0.5616438356164384,MiddleAge,1,0,IL,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11505922165820642,0.07106598984771574,0.038917089678511,0.06598984771573604,0.12351945854483926,0.032148900169204735,0.0,0.14382402707275804,0.00676818950930626,0.01692047377326565,0.02707275803722504,0.03553299492385787,0.02707275803722504,0.0727580372250423,0.05583756345177665,0.09983079526226735,0.05245346869712352,0.015228426395939087,0.7205882352941176,0.6714285714285714,0.6782608695652174,0.6564102564102564,0.6547945205479452,0.7157894736842105,0.0,0.731764705882353,0.7,0.88,0.7,0.6857142857142857,0.8625,0.6883720930232559,0.7636363636363637,0.7694915254237288,0.8193548387096774,0.7555555555555555,591.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
313,314,20,0,student,8043,0.273972602739726,Youth,0,1,NJ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734341252699784,0.04535637149028078,0.023758099352051837,0.0755939524838013,0.23974082073434125,0.03023758099352052,0.0,0.19654427645788336,0.008639308855291577,0.0,0.012958963282937365,0.02591792656587473,0.01079913606911447,0.12958963282937366,0.019438444924406047,0.09071274298056156,0.01079913606911447,0.0064794816414686825,0.7294117647058823,0.780952380952381,0.9454545454545454,0.8457142857142858,0.6990990990990991,0.7428571428571429,0.0,0.7516483516483516,0.75,0.0,0.8,0.9166666666666666,0.84,0.7133333333333334,0.8666666666666667,0.7428571428571429,0.88,0.7333333333333333,463.0,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
314,315,31,1,educator,18301,0.4246575342465753,MiddleAge,1,0,PA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09392265193370165,0.03314917127071823,0.0,0.0055248618784530384,0.15469613259668508,0.08287292817679558,0.022099447513812154,0.19337016574585636,0.0,0.03314917127071823,0.027624309392265192,0.011049723756906077,0.03867403314917127,0.055248618784530384,0.04419889502762431,0.13812154696132597,0.06077348066298342,0.0055248618784530384,0.6705882352941176,0.7,0.0,0.6,0.7857142857142857,0.8266666666666667,0.8,0.8685714285714285,0.0,0.8666666666666667,0.56,0.9,0.8571428571428571,0.82,0.75,0.8,0.7454545454545455,0.6,181.0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
315,316,43,0,other,77009,0.589041095890411,MiddleAge,0,1,TX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0880503144654088,0.05660377358490566,0.012578616352201259,0.025157232704402517,0.05660377358490566,0.025157232704402517,0.006289308176100629,0.3270440251572327,0.0,0.012578616352201259,0.018867924528301886,0.025157232704402517,0.006289308176100629,0.1509433962264151,0.025157232704402517,0.06289308176100629,0.0880503144654088,0.012578616352201259,0.4142857142857143,0.5111111111111111,0.2,0.45,0.5333333333333333,0.55,0.8,0.7807692307692308,0.0,0.3,0.26666666666666666,0.4,1.0,0.7083333333333334,0.2,0.54,0.7714285714285715,0.7,159.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
316,317,22,1,administrator,13210,0.3013698630136986,Youth,1,0,NY,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19298245614035087,0.05263157894736842,0.0,0.0,0.03508771929824561,0.017543859649122806,0.0,0.10526315789473684,0.0,0.017543859649122806,0.03508771929824561,0.0,0.07017543859649122,0.08771929824561403,0.07017543859649122,0.24561403508771928,0.07017543859649122,0.0,0.7454545454545455,0.7333333333333333,0.0,0.0,0.6,0.8,0.0,0.6666666666666666,0.0,0.8,0.7,0.0,0.8,0.8,0.75,0.7428571428571429,0.65,0.0,57.0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0
317,318,65,1,retired,6518,0.8904109589041096,SuperSenior,1,0,CT,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06804733727810651,0.04437869822485207,0.005917159763313609,0.05029585798816568,0.2485207100591716,0.05029585798816568,0.0,0.23372781065088757,0.008875739644970414,0.0029585798816568047,0.008875739644970414,0.038461538461538464,0.020710059171597635,0.10946745562130178,0.026627218934911243,0.03254437869822485,0.04437869822485207,0.005917159763313609,0.6956521739130435,0.6666666666666666,0.7,0.6941176470588235,0.7166666666666667,0.7529411764705882,0.0,0.7620253164556962,0.8,1.0,0.5333333333333333,0.8461538461538461,0.7428571428571429,0.7621621621621621,0.6888888888888889,0.8181818181818182,0.6933333333333334,0.7,338.0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1
318,319,38,1,programmer,22030,0.5205479452054794,MiddleAge,1,0,VA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11764705882352941,0.0196078431372549,0.0,0.0392156862745098,0.09803921568627451,0.0784313725490196,0.0,0.1568627450980392,0.0,0.0196078431372549,0.0392156862745098,0.0,0.09803921568627451,0.0784313725490196,0.0196078431372549,0.19607843137254902,0.0196078431372549,0.0,0.7333333333333333,0.6,0.0,0.5,0.56,0.75,0.0,0.75,0.0,0.8,0.7,0.0,0.72,0.8,0.6,0.72,1.0,0.0,51.0,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0
319,320,19,1,student,24060,0.2602739726027397,Teenager,1,0,VA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2054794520547945,0.08767123287671233,0.0273972602739726,0.0273972602739726,0.1178082191780822,0.038356164383561646,0.0,0.07123287671232877,0.00821917808219178,0.0027397260273972603,0.038356164383561646,0.01643835616438356,0.010958904109589041,0.0821917808219178,0.0821917808219178,0.13972602739726028,0.024657534246575342,0.019178082191780823,0.7493333333333333,0.74375,0.7,0.7,0.7395348837209302,0.8,0.0,0.7307692307692307,0.6,0.8,0.7571428571428571,0.6666666666666666,0.75,0.7666666666666667,0.7466666666666667,0.7607843137254902,0.8444444444444444,0.9142857142857143,365.0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
